id,happiness,survey_type,province,gender,nationality,religion,religion_freq,edu,income,political,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_type,work_manage,family_income,family_status,car,marital
5898,4,2.0,9,1,1,1,1,1.0,4000.0,1,3,4,5,1,2,4,1,4,4,3,,,,4000.0,3,2,7
5899,5,,9,2,1,1,1,4.0,160000.0,1,4,4,4,1,3,3,1,4,5,1,5.0,1.0,3.0,160000.0,3,2,3
5900,4,,9,1,1,1,1,3.0,40000.0,1,4,5,5,1,1,2,1,4,2,2,,,,40000.0,1,2,3
5901,3,,9,1,1,1,1,4.0,10000.0,1,3,3,3,1,3,3,2,4,4,2,,,,25000.0,2,2,3
5902,4,2.0,9,2,1,1,1,1.0,3000.0,1,3,4,3,1,5,2,1,2,4,3,,,,5000.0,3,2,3
5903,4,,9,1,1,1,1,4.0,3500.0,1,2,2,5,1,3,4,4,4,8,5,,,,7000.0,2,2,3
5904,2,,9,1,1,1,1,4.0,40000.0,1,3,2,2,1,2,4,2,2,3,1,3.0,1.0,3.0,60000.0,3,2,3
5905,4,2.0,9,2,1,0,8,1.0,11000.0,1,4,4,3,1,5,2,1,4,4,3,,,,18000.0,3,2,3
5906,4,,9,2,1,1,1,1.0,10000.0,1,4,4,4,1,4,3,2,4,4,4,,,,10000.0,2,2,3
5907,4,2.0,9,2,1,0,1,3.0,0.0,1,2,2,4,1,2,3,1,2,6,4,,,,7.0,3,2,7
5908,4,1.0,9,1,1,1,1,5.0,40000.0,1,5,4,4,1,3,1,1,2,3,1,3.0,1.0,3.0,100000.0,3,2,3
5909,4,,9,1,1,1,1,3.0,18000.0,4,2,2,5,5,1,5,5,2,4,5,,,,36000.0,-1,2,4
5910,4,,9,2,1,1,1,4.0,50000.0,1,4,5,5,1,4,1,1,4,8,1,1.0,2.0,1.0,100000.0,3,1,3
5911,4,,9,2,1,1,1,3.0,6000.0,1,5,5,4,1,3,3,1,3,3,4,,,,15000.0,2,2,3
5912,3,2.0,9,2,1,1,1,5.0,30000.0,1,4,3,3,1,2,3,1,4,3,1,3.0,1.0,3.0,60000.0,3,2,3
5913,5,,9,1,1,1,1,3.0,0.0,1,4,5,5,1,4,4,3,4,3,4,,,,0.0,2,2,7
5914,3,1.0,9,1,1,1,1,4.0,18000.0,4,3,5,5,1,2,3,4,4,4,3,,,,100000.0,3,1,3
5915,4,,9,1,1,1,1,4.0,48000.0,1,4,4,4,5,4,3,1,4,5,1,3.0,1.0,3.0,80000.0,3,2,3
5916,4,2.0,9,1,1,1,1,3.0,-2.0,1,2,4,5,1,2,3,1,2,5,3,,,,50000.0,3,2,3
5917,4,,9,2,1,1,1,4.0,60000.0,1,4,5,4,1,3,4,1,3,3,1,2.0,1.0,4.0,120000.0,4,2,3
5918,5,,9,1,1,1,1,4.0,3000.0,1,3,3,3,1,3,4,1,4,3,3,,,,30000.0,3,2,3
5919,4,,9,2,1,1,1,3.0,5000.0,1,2,2,2,1,4,3,1,3,5,3,,,,50000.0,3,2,3
5920,5,2.0,9,1,1,0,1,4.0,30000.0,1,4,4,5,1,3,3,1,4,8,1,1.0,2.0,4.0,60000.0,3,2,3
5921,3,,9,2,1,1,1,4.0,5000.0,1,4,4,4,1,2,3,2,3,4,2,,,,50000.0,3,2,3
5922,4,2.0,9,1,1,1,1,4.0,8000.0,1,4,5,5,1,3,1,1,4,10,2,,,,55000.0,3,2,3
5923,4,,9,1,1,1,1,4.0,-3.0,1,3,3,3,1,3,3,1,4,1,4,,,,120000.0,3,2,3
5924,4,,9,1,1,1,1,4.0,50000.0,1,3,3,4,1,3,3,1,4,5,1,3.0,1.0,3.0,60000.0,3,2,3
5925,4,2.0,9,1,1,1,1,6.0,44500.0,1,4,4,3,1,2,1,1,4,3,1,3.0,1.0,3.0,72000.0,3,2,3
5926,4,,9,1,1,0,1,3.0,30000.0,1,3,1,5,1,1,2,1,4,1,1,4.0,1.0,3.0,30000.0,1,2,3
5927,4,2.0,9,2,1,0,1,1.0,3000.0,1,4,4,4,1,3,3,1,4,3,3,,,,3000.0,3,2,7
5928,4,,9,2,1,1,3,3.0,20000.0,1,4,5,3,1,3,4,1,2,5,1,5.0,2.0,4.0,100000.0,3,2,3
5929,4,,9,1,1,1,1,4.0,20000.0,1,4,4,4,1,4,3,2,4,4,1,5.0,1.0,3.0,20000.0,2,2,3
5930,4,,9,2,1,1,1,3.0,2700.0,1,5,5,3,1,4,2,1,4,5,3,,,,20000.0,3,2,3
5931,4,,9,2,1,1,1,1.0,0.0,1,4,4,4,1,4,3,1,3,5,3,,,,80000.0,3,2,7
5932,4,,9,1,1,1,1,1.0,4000.0,1,2,5,5,1,2,1,1,2,5,4,,,,4000.0,2,2,3
5933,4,1.0,9,2,1,1,1,6.0,1960.0,4,5,5,5,1,3,3,2,4,9,2,,,,100000.0,3,1,3
5934,4,,9,2,1,1,1,3.0,20000.0,1,4,4,4,1,2,2,2,4,6,1,2.0,1.0,4.0,40000.0,4,2,3
5935,4,,9,1,1,1,1,3.0,3000.0,1,4,4,4,1,3,4,2,4,3,3,,,,5000.0,2,2,3
5936,4,2.0,9,2,1,1,1,1.0,6000.0,1,2,1,3,1,3,3,2,4,5,4,,,,6000.0,2,2,7
5937,4,,9,1,1,1,1,4.0,6000.0,1,4,5,4,1,4,4,1,4,8,2,,,,7000.0,4,2,3
5938,4,,9,2,1,1,1,3.0,5000.0,1,3,3,3,1,3,4,1,1,3,3,,,,5000.0,2,2,3
5939,3,,9,1,1,1,1,3.0,5000.0,1,5,4,4,1,4,4,1,2,4,3,,,,5000.0,2,2,1
5940,4,,9,1,1,1,1,9.0,30000.0,4,3,4,4,1,4,4,3,4,3,1,9.0,1.0,2.0,30000.0,3,2,3
5941,2,,9,2,1,1,1,1.0,6680.0,1,2,2,3,1,4,3,1,4,3,3,,,,7680.0,2,2,3
5942,4,2.0,9,2,1,1,1,11.0,20000.0,1,5,5,5,4,4,4,3,4,-1,1,3.0,1.0,3.0,-1.0,2,2,1
5943,4,,9,1,1,1,1,11.0,40000.0,1,4,3,4,1,4,3,1,2,5,1,2.0,1.0,4.0,40000.0,2,2,3
5944,4,,9,1,1,1,1,3.0,6000.0,1,4,3,3,1,2,3,1,4,3,2,,,,10000.0,2,2,3
5945,3,,9,1,1,0,4,3.0,10000.0,1,3,4,4,1,4,3,3,4,9,5,,,,50000.0,3,2,3
5946,4,,9,1,1,1,1,6.0,36000.0,1,4,4,4,2,3,4,3,2,6,1,8.0,1.0,4.0,180000.0,3,1,3
5947,4,,9,1,1,1,2,4.0,50000.0,1,5,4,4,1,2,4,1,4,4,1,3.0,1.0,3.0,120000.0,3,1,3
5948,4,,9,1,1,1,1,4.0,60000.0,1,5,5,4,4,2,3,2,2,5,1,3.0,1.0,3.0,130000.0,3,1,3
5949,2,,9,2,1,1,1,4.0,20000.0,1,3,4,2,1,1,3,1,2,1,1,3.0,1.0,3.0,40000.0,2,2,3
5950,4,,9,2,1,1,1,9.0,20000.0,1,4,4,4,1,2,3,2,4,4,1,6.0,1.0,2.0,70000.0,3,1,3
5951,2,,9,1,1,1,1,3.0,6000.0,1,2,2,3,1,4,4,2,3,4,2,,,,6000.0,2,2,3
5952,2,1.0,9,1,1,1,1,4.0,20000.0,1,4,5,2,5,2,3,4,2,5,1,3.0,1.0,3.0,20000.0,3,2,3
5953,3,,9,1,1,1,2,3.0,10000.0,1,4,5,5,1,2,3,1,3,4,3,,,,100000.0,3,2,7
5954,4,,9,2,1,1,1,6.0,0.0,1,3,3,3,1,4,3,1,4,4,3,,,,28000.0,3,2,3
5955,4,,9,2,1,0,2,1.0,2500.0,1,2,1,3,1,3,4,1,4,7,4,,,,5000.0,3,2,3
5956,4,1.0,9,2,1,1,1,3.0,20000.0,1,3,3,3,1,3,3,4,3,4,1,2.0,2.0,4.0,20000.0,4,2,3
5957,4,,9,2,1,1,1,3.0,4300.0,1,3,3,3,1,3,4,1,4,3,3,,,,8600.0,2,2,3
5958,4,1.0,9,1,1,1,4,4.0,24000.0,4,3,2,4,1,2,2,1,3,5,1,5.0,1.0,4.0,84000.0,3,1,3
5959,4,,9,1,1,1,1,3.0,960.0,4,3,4,4,1,4,3,2,3,5,4,,,,40000.0,3,2,7
5960,4,,9,2,1,0,8,3.0,0.0,1,2,2,2,1,1,1,1,4,4,4,,,,55000.0,3,2,3
5961,4,2.0,9,2,1,1,1,4.0,15000.0,1,4,2,5,1,2,2,1,4,5,4,,,,15000.0,3,2,3
5962,4,,9,2,1,1,1,4.0,9000.0,1,4,5,3,1,3,3,1,4,4,1,3.0,2.0,3.0,50000.0,3,2,3
5963,3,2.0,9,1,1,1,1,4.0,48000.0,1,2,5,3,1,5,4,2,3,4,1,3.0,1.0,4.0,48000.0,2,2,3
5964,3,,9,1,1,1,1,4.0,30000.0,1,5,4,3,1,5,3,1,2,6,1,3.0,1.0,4.0,30000.0,3,2,7
5965,5,2.0,9,2,1,1,1,1.0,20000.0,1,2,2,3,1,5,3,1,4,2,3,,,,40000.0,2,2,3
5966,4,,9,2,1,0,3,3.0,3000.0,1,2,2,3,1,4,3,1,1,5,3,,,,-1.0,3,2,3
5967,4,2.0,9,1,1,1,1,1.0,2500.0,1,4,5,3,1,5,4,1,4,3,3,,,,2500.0,2,2,7
5968,4,2.0,9,1,1,1,1,4.0,35000.0,1,5,5,5,1,4,5,3,4,3,1,5.0,1.0,4.0,40000.0,2,2,3
5969,4,,9,1,1,1,1,12.0,80000.0,4,5,5,5,5,5,4,2,4,6,1,3.0,1.0,3.0,300000.0,4,1,3
5970,3,,9,1,1,1,1,1.0,15000.0,1,3,1,3,1,2,2,3,3,5,5,,,,20000.0,3,2,1
5971,4,1.0,9,1,1,1,1,1.0,40000.0,1,3,5,5,1,3,4,5,3,5,1,2.0,2.0,4.0,40000.0,4,2,3
5972,5,,9,2,1,1,1,3.0,50000.0,1,5,5,5,1,4,4,2,4,5,5,,,,300000.0,3,1,3
5973,4,2.0,9,1,1,1,1,4.0,20000.0,1,3,4,4,1,2,3,1,3,4,3,,,,0.0,3,2,3
5974,4,,9,2,8,1,1,4.0,30000.0,1,3,1,5,1,3,3,1,4,5,1,3.0,1.0,3.0,30000.0,3,2,3
5975,3,,9,2,1,1,1,4.0,10000.0,1,1,1,3,1,2,4,1,2,5,4,,,,20000.0,3,2,3
5976,3,,9,1,1,1,1,3.0,7000.0,1,2,2,2,1,3,4,2,3,3,5,,,,7000.0,1,2,3
5977,4,,9,1,1,1,1,3.0,2500.0,1,4,5,3,1,4,2,1,5,5,3,,,,8000.0,2,2,3
5978,4,,9,1,1,1,1,4.0,30000.0,1,4,4,5,1,5,3,1,1,5,2,,,,80000.0,3,2,3
5979,4,1.0,9,2,1,1,1,3.0,30000.0,1,3,4,4,1,2,3,3,4,4,1,7.0,2.0,4.0,40000.0,4,2,3
5980,4,,9,2,1,1,1,4.0,5000.0,1,4,4,3,1,4,2,1,1,3,3,,,,15000.0,3,2,4
5981,3,,9,1,1,1,1,3.0,6000.0,1,2,3,3,1,3,5,1,1,5,1,5.0,1.0,3.0,6000.0,2,2,3
5982,4,,9,1,1,1,1,4.0,30000.0,4,4,4,4,2,2,3,3,4,6,1,3.0,1.0,3.0,50000.0,3,2,3
5983,4,,9,1,1,1,1,3.0,4000.0,1,3,4,4,1,5,1,1,5,6,1,3.0,1.0,3.0,10000.0,4,2,3
5984,4,,9,1,1,1,1,3.0,20000.0,1,2,3,4,1,5,4,1,4,7,1,2.0,1.0,4.0,30000.0,3,2,3
5985,3,2.0,9,2,1,1,1,3.0,40000.0,1,5,4,4,1,4,3,4,4,6,1,3.0,1.0,4.0,40000.0,3,2,3
5986,4,,9,2,1,1,1,3.0,25000.0,1,3,2,1,1,2,4,1,3,5,1,3.0,1.0,3.0,50000.0,2,2,3
5987,4,,9,1,1,1,1,3.0,10000.0,1,4,4,4,1,4,4,2,2,6,5,,,,20000.0,3,2,3
5988,4,,9,1,1,1,1,1.0,20000.0,1,3,4,3,1,3,3,1,4,4,3,,,,20000.0,2,2,3
5989,3,,9,2,1,1,1,1.0,2000.0,1,3,5,3,1,4,2,1,3,5,3,,,,70000.0,3,1,3
5990,4,,9,1,1,1,1,12.0,30000.0,1,4,4,3,5,2,2,2,4,7,1,3.0,1.0,3.0,130000.0,4,1,1
5991,4,,9,2,1,1,3,3.0,2000.0,1,4,4,2,1,1,3,2,4,5,3,,,,-1.0,2,2,3
5992,4,,9,1,1,1,1,4.0,20000.0,1,3,2,3,1,2,3,1,5,2,3,,,,20000.0,3,2,3
5993,5,,9,2,1,1,1,1.0,1050.0,1,5,5,5,1,1,4,1,1,1,4,,,,50000.0,3,2,3
5994,4,2.0,9,2,1,0,2,3.0,960.0,1,1,1,4,4,4,4,1,3,4,4,,,,10000.0,2,2,3
5995,4,,9,1,1,1,1,3.0,3000.0,4,2,4,4,1,5,4,1,4,6,3,,,,3000.0,3,2,7
5996,3,2.0,9,2,1,1,1,1.0,39000.0,1,4,5,3,1,4,1,1,4,5,3,,,,39000.0,3,2,7
5997,4,,9,1,1,1,1,3.0,90000.0,1,4,5,4,1,2,3,2,4,5,1,5.0,1.0,3.0,90000.0,3,2,3
5998,5,,9,2,1,1,1,1.0,1000.0,1,1,1,3,1,4,4,1,5,7,3,,,,4000.0,4,2,3
5999,4,2.0,9,2,1,1,2,1.0,3500.0,1,3,3,3,1,2,3,1,4,3,3,,,,27000.0,2,2,3
6000,3,,9,1,1,1,1,3.0,3000.0,1,3,5,4,1,3,3,2,4,5,3,,,,4000.0,2,2,1
6001,4,,9,1,1,1,1,3.0,6000.0,1,4,3,2,1,3,3,1,4,5,3,,,,40000.0,3,1,7
6002,4,,9,1,1,1,1,3.0,20000.0,1,2,2,4,1,2,3,3,4,4,3,,,,20000.0,3,2,3
6003,1,2.0,9,2,1,1,1,4.0,40000.0,1,4,4,4,1,4,3,4,2,8,3,,,,40000.0,4,2,3
6004,4,,9,2,1,1,1,6.0,8000.0,1,3,4,4,1,3,4,2,3,5,3,,,,16000.0,2,2,3
6005,4,,9,2,1,1,1,3.0,30000.0,1,3,3,4,1,3,3,1,3,4,4,,,,40000.0,3,2,3
6006,5,,9,1,1,1,1,1.0,6000.0,1,1,3,4,1,2,2,1,4,1,4,,,,50000.0,2,2,7
6007,5,2.0,9,2,1,1,1,1.0,0.0,1,3,5,5,1,4,1,1,3,10,6,,,,20000.0,2,2,3
6008,4,2.0,9,1,1,1,1,4.0,20000.0,1,3,4,4,1,4,3,2,4,4,2,,,,40000.0,3,2,3
6009,4,,9,1,1,1,1,3.0,8000.0,1,4,4,4,1,4,2,2,3,5,3,,,,10000.0,2,2,3
6010,5,,9,2,1,1,1,4.0,12000.0,1,4,5,3,1,1,2,1,1,5,3,,,,60000.0,3,2,3
6011,3,2.0,9,2,1,1,1,1.0,3000.0,1,4,5,5,1,2,2,1,3,5,3,,,,6000.0,3,2,3
6012,2,,9,1,1,1,1,6.0,20000.0,1,3,4,3,1,2,3,1,2,4,1,3.0,1.0,3.0,30000.0,2,2,3
6013,5,2.0,9,2,1,1,1,3.0,3000.0,1,2,3,2,1,5,2,1,4,10,4,,,,150000.0,2,2,3
6014,4,2.0,9,1,1,1,1,4.0,20000.0,1,4,4,4,1,4,4,2,3,3,5,,,,20000.0,2,2,3
6015,3,,9,2,1,1,1,1.0,0.0,1,1,1,2,1,1,1,1,3,5,6,,,,120000.0,4,2,1
6016,3,,9,2,1,1,1,1.0,30000.0,1,3,3,5,1,4,3,4,4,4,1,,3.0,4.0,30000.0,2,3,3
6017,5,,9,1,1,1,1,5.0,0.0,1,3,2,5,1,3,2,1,4,2,1,3.0,1.0,3.0,0.0,2,2,3
6018,4,,9,1,1,1,1,4.0,30000.0,1,5,4,5,1,4,3,2,4,6,1,4.0,2.0,3.0,120000.0,3,2,1
6019,4,2.0,9,2,1,1,1,3.0,0.0,1,2,1,3,1,5,5,1,4,1,4,,,,60000.0,2,2,3
6020,4,,9,1,1,1,1,10.0,80000.0,1,5,5,5,1,2,4,2,3,5,1,2.0,1.0,2.0,0.0,3,1,3
6021,4,2.0,9,2,1,1,1,3.0,6000.0,1,2,3,4,1,2,3,1,4,10,3,,,,12000.0,3,2,3
6022,4,,9,1,1,1,1,4.0,50000.0,1,4,4,4,1,3,4,2,3,5,1,5.0,2.0,3.0,50000.0,3,2,3
6023,4,2.0,9,1,1,1,1,3.0,100000.0,1,3,4,4,1,4,4,1,2,4,3,,,,140000.0,3,2,3
6024,3,2.0,9,2,1,1,1,3.0,12000.0,1,2,3,3,1,2,3,1,2,3,3,,,,42000.0,3,2,3
6025,4,,9,1,1,1,1,4.0,1000.0,1,2,2,4,1,4,2,1,4,3,4,,,,4000.0,2,2,3
6026,4,,9,1,1,1,1,3.0,31000.0,1,4,5,5,1,1,3,1,3,5,2,,,,70000.0,4,2,3
6027,3,2.0,9,1,1,1,1,3.0,5000.0,1,5,5,5,1,5,4,4,4,10,5,,,,30000.0,3,2,3
6028,5,,9,1,1,1,1,4.0,12000.0,1,5,4,4,1,2,4,1,4,5,3,,,,12000.0,3,2,3
6029,3,,9,2,1,1,1,3.0,0.0,1,4,5,4,1,2,3,1,2,2,3,,,,60000.0,3,2,3
6030,4,2.0,9,1,1,1,1,3.0,13000.0,1,4,4,4,1,5,4,2,5,2,3,,,,13000.0,2,2,7
6031,5,,9,2,1,1,1,3.0,0.0,1,3,3,5,1,2,4,4,2,4,4,,,,12000.0,2,2,3
6032,4,,9,2,1,1,3,3.0,10000.0,1,5,5,4,1,3,2,2,4,4,2,,,,30000.0,3,1,3
6033,4,1.0,9,1,1,1,1,4.0,43320.0,1,4,4,4,5,5,3,1,4,5,5,,,,40000.0,3,1,7
6034,4,,9,1,1,1,1,4.0,20000.0,4,1,1,2,5,1,1,1,2,5,5,,,,20000.0,2,2,7
6035,4,,9,1,1,1,1,7.0,29800.0,4,4,5,5,2,5,4,2,4,6,2,,,,32300.0,4,2,3
6036,4,,9,2,1,1,1,1.0,20000.0,1,2,3,4,1,4,3,1,4,2,3,,,,40000.0,3,2,3
6037,4,1.0,9,1,1,1,1,11.0,50000.0,1,4,4,4,5,2,3,3,4,6,1,3.0,1.0,3.0,50000.0,3,1,3
6038,3,,9,2,1,1,1,4.0,10000.0,1,3,4,4,1,4,3,2,4,5,3,,,,-3.0,3,2,7
6039,4,2.0,9,2,1,1,1,3.0,10000.0,1,2,2,2,1,2,2,1,1,5,3,,,,20000.0,2,1,3
6040,4,2.0,9,2,1,1,1,3.0,30000.0,1,4,4,4,1,3,4,1,2,6,2,,,,30000.0,3,1,3
6041,4,,9,2,1,1,1,1.0,3000.0,1,3,3,4,1,5,2,1,3,5,2,,,,60000.0,3,2,3
6042,4,2.0,9,2,1,1,1,3.0,10000.0,1,2,3,4,1,2,3,1,1,6,3,,,,100000.0,4,2,3
6043,3,,9,1,1,1,1,4.0,30000.0,1,2,3,3,1,3,2,1,2,4,1,3.0,1.0,3.0,50000.0,3,2,3
6044,4,2.0,9,1,1,1,4,4.0,30000.0,1,4,1,3,1,2,3,3,2,5,1,2.0,2.0,4.0,60000.0,3,2,3
6045,3,,9,2,1,1,1,3.0,2000.0,1,2,3,3,1,4,1,1,2,1,3,,,,60000.0,2,2,3
6046,4,,9,2,1,1,1,3.0,36000.0,1,4,3,4,1,2,2,1,3,5,1,3.0,1.0,3.0,-1.0,3,2,3
6047,3,,9,1,1,1,3,4.0,5000.0,1,2,3,3,1,5,3,1,3,4,2,,,,70000.0,3,2,3
6048,4,,9,2,1,1,1,6.0,5000.0,1,5,4,4,1,3,3,1,4,5,5,,,,80000.0,2,1,3
6049,2,,9,1,1,1,1,3.0,28000.0,1,3,2,3,1,4,4,1,2,3,2,,,,28000.0,2,2,3
6050,4,,9,2,1,1,1,4.0,20000.0,1,5,4,4,1,2,4,1,2,6,1,3.0,1.0,3.0,20000.0,3,2,3
6051,3,,9,2,1,1,1,4.0,4000.0,1,2,4,3,1,5,4,1,2,2,4,,,,70000.0,3,2,3
6052,4,,9,2,1,0,7,3.0,5000.0,1,2,2,2,1,4,4,2,1,4,2,,,,22000.0,2,2,3
6053,4,,9,1,1,1,1,1.0,30000.0,4,3,3,4,1,3,4,4,4,4,2,,,,30000.0,3,2,3
6054,4,2.0,9,2,1,0,8,3.0,0.0,1,3,4,4,1,4,3,1,4,4,4,,,,20000.0,2,2,3
6055,5,,9,1,1,1,1,4.0,10000.0,1,2,3,5,1,4,2,1,5,8,3,,,,10000.0,3,2,3
6056,3,,9,2,1,1,1,1.0,2700.0,1,3,1,3,1,5,5,1,2,3,4,,,,2700.0,2,2,7
6057,4,,9,2,1,1,1,4.0,4000.0,1,4,4,4,5,3,3,2,4,1,1,2.0,1.0,4.0,20000.0,3,2,3
6058,4,,9,1,1,0,3,4.0,70000.0,1,4,5,4,1,3,3,2,2,4,1,3.0,1.0,1.0,80000.0,3,2,6
6059,4,2.0,9,2,1,1,1,3.0,0.0,1,4,4,4,1,4,3,2,4,5,5,,,,28000.0,3,2,3
6060,4,,9,2,1,1,1,1.0,2000.0,1,1,1,2,1,2,3,1,4,5,4,,,,4000.0,3,2,3
6061,5,,9,2,1,1,1,1.0,4000.0,1,3,5,4,1,4,4,2,4,3,3,,,,9000.0,2,2,3
6062,5,,9,1,1,1,3,4.0,75000.0,4,5,5,5,1,3,3,3,4,5,1,2.0,1.0,4.0,75000.0,3,1,3
6063,4,,9,1,1,1,1,3.0,10000.0,1,3,3,5,1,2,4,1,4,3,3,,,,10000.0,2,2,3
6064,4,2.0,9,1,1,1,1,3.0,1200.0,1,3,3,4,1,5,2,1,3,3,3,,,,12000.0,3,2,3
6065,4,,9,2,1,1,1,4.0,100000.0,1,3,4,4,1,3,4,4,4,4,1,3.0,2.0,3.0,100000.0,4,2,3
6066,4,1.0,24,2,1,1,1,7.0,50000.0,1,5,4,4,4,2,2,2,3,5,1,3.0,1.0,2.0,150000.0,3,1,3
6067,4,,24,2,1,0,7,4.0,48000.0,1,5,3,3,2,2,3,2,4,4,1,3.0,1.0,2.0,96000.0,3,1,3
6068,5,,24,2,1,1,1,10.0,0.0,1,4,5,4,1,4,4,3,2,7,5,,,,100000.0,3,1,3
6069,4,1.0,24,1,1,1,1,4.0,70000.0,1,3,3,5,5,4,5,1,4,2,1,5.0,1.0,4.0,70000.0,2,2,3
6070,4,,24,1,1,1,1,7.0,30000.0,4,5,3,3,5,2,3,3,1,-1,1,3.0,1.0,-2.0,50000.0,2,1,3
6071,4,,24,2,1,1,1,4.0,0.0,1,2,2,2,4,2,4,1,3,3,5,,,,60000.0,3,2,3
6072,4,1.0,24,2,1,1,6,4.0,0.0,1,3,5,3,1,2,2,2,2,5,5,,,,200000.0,3,2,3
6073,3,,24,2,1,1,1,10.0,0.0,2,5,5,5,1,2,4,4,4,4,6,,,,30000.0,2,2,1
6074,3,1.0,24,2,1,1,1,13.0,3000.0,1,4,4,4,5,2,3,3,3,4,1,3.0,1.0,3.0,30000.0,3,2,1
6075,3,,24,2,1,1,3,4.0,36000.0,1,5,4,3,4,2,4,2,3,4,1,3.0,1.0,3.0,500000.0,3,2,3
6076,3,,24,1,1,1,1,4.0,15000.0,1,3,3,4,1,4,3,1,3,4,3,,,,23000.0,2,2,3
6077,4,,24,1,1,1,1,4.0,10000.0,1,4,4,4,1,3,3,1,4,5,3,,,,20000.0,2,2,3
6078,5,1.0,24,1,1,0,5,4.0,30000.0,1,3,2,5,2,4,4,1,2,3,5,,,,48000.0,3,2,3
6079,3,,24,2,1,1,1,1.0,-3.0,1,3,4,3,1,4,2,1,1,3,4,,,,100000.0,3,2,3
6080,5,,24,1,1,1,1,12.0,70000.0,1,5,5,4,2,4,3,4,4,5,1,8.0,2.0,4.0,100000.0,3,2,1
6081,3,,24,2,1,1,4,3.0,5000.0,1,4,4,3,1,4,4,1,4,5,5,,,,12000.0,3,2,3
6082,2,,24,2,1,1,3,3.0,-2.0,1,2,3,4,1,4,3,1,3,3,4,,,,-3.0,3,2,3
6083,4,1.0,24,2,1,1,1,3.0,-3.0,1,5,4,4,4,4,3,1,2,5,5,,,,100000.0,3,2,3
6084,4,1.0,24,2,1,1,1,6.0,30000.0,1,4,4,4,5,3,3,2,4,5,1,3.0,1.0,3.0,90000.0,3,2,1
6085,3,,24,2,1,0,4,4.0,25200.0,1,5,5,5,2,4,4,2,4,3,5,,,,84000.0,2,2,7
6086,4,2.0,24,1,1,1,1,6.0,80000.0,1,4,4,5,1,2,3,3,4,5,1,1.0,1.0,1.0,80000.0,3,2,3
6087,5,,24,1,1,1,1,10.0,160000.0,4,5,5,4,4,3,4,5,4,6,1,9.0,1.0,2.0,220000.0,4,2,3
6088,4,1.0,24,2,1,0,3,6.0,80000.0,1,3,5,3,5,4,3,3,3,6,1,3.0,1.0,2.0,80000.0,3,1,3
6089,4,2.0,24,2,1,1,1,10.0,35000.0,1,5,5,5,1,4,4,3,4,7,1,3.0,1.0,2.0,100000.0,2,2,1
6090,4,,24,1,1,1,1,9.0,200000.0,1,5,5,4,1,3,3,3,4,4,1,1.0,1.0,1.0,200000.0,3,1,3
6091,4,,24,2,1,1,1,12.0,80000.0,4,4,4,5,5,2,3,4,2,5,1,3.0,1.0,2.0,160000.0,3,2,3
6092,3,2.0,24,1,1,1,1,1.0,1200.0,1,3,4,4,1,3,4,1,4,1,4,,,,40000.0,2,2,1
6093,4,,24,1,1,0,4,3.0,0.0,1,3,5,5,5,2,4,1,3,5,5,,,,0.0,3,2,3
6094,3,,24,2,1,1,1,4.0,-3.0,1,4,4,4,1,4,4,3,4,1,5,,,,80000.0,3,2,3
6095,4,,24,1,1,1,1,7.0,30000.0,4,4,5,5,5,2,4,1,2,6,1,3.0,1.0,2.0,60000.0,3,2,3
6096,3,1.0,24,1,1,1,1,10.0,80000.0,1,5,5,3,4,1,3,2,3,6,1,3.0,1.0,3.0,80000.0,3,2,6
6097,4,,24,2,1,0,3,4.0,20000.0,1,3,5,5,5,4,4,3,4,1,1,5.0,2.0,3.0,50000.0,3,2,3
6098,4,,24,1,1,1,1,12.0,55000.0,1,5,5,5,5,4,4,4,4,4,1,3.0,1.0,2.0,70000.0,2,2,3
6099,5,1.0,24,2,1,0,4,1.0,31200.0,1,3,3,4,5,2,1,1,3,7,5,,,,-1.0,3,1,7
6100,5,,24,1,3,1,1,9.0,60000.0,4,3,5,4,5,4,2,4,3,5,1,3.0,1.0,2.0,80000.0,-1,2,3
6101,4,,24,1,1,1,1,4.0,-3.0,1,2,3,3,1,2,3,1,3,1,4,,,,-1.0,3,2,3
6102,3,,24,2,1,0,7,4.0,26400.0,1,3,4,3,2,2,4,3,2,5,5,,,,115200.0,2,2,6
6103,5,,24,1,1,0,4,3.0,0.0,1,3,4,3,2,4,4,2,4,2,3,,,,40000.0,3,2,3
6104,4,,24,1,1,1,4,9.0,120000.0,4,4,3,3,5,3,3,2,4,6,1,9.0,1.0,2.0,200000.0,4,1,3
6105,4,,24,2,1,1,3,6.0,100000.0,1,3,4,3,4,3,2,2,2,6,1,1.0,1.0,2.0,200000.0,3,1,3
6106,4,1.0,24,1,1,0,4,12.0,-3.0,2,4,4,4,4,4,4,5,4,7,5,,,,1000000.0,4,1,1
6107,4,,24,1,1,0,2,1.0,-1.0,1,3,3,3,1,4,4,2,4,1,3,,,,100000.0,3,2,3
6108,4,,24,1,1,0,1,3.0,80000.0,1,5,4,4,2,4,3,1,4,2,1,8.0,1.0,1.0,90000.0,2,2,3
6109,4,,24,2,1,0,4,4.0,0.0,1,4,3,3,2,4,4,1,4,4,6,,,,50000.0,3,2,3
6110,4,1.0,24,2,1,0,7,3.0,48000.0,1,3,4,4,2,4,4,1,2,5,6,,,,400000.0,4,1,7
