id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,income,political,floor_area,height_cm,weight_jin,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability
1163,4,1,16,44,75,16642,2,1930,1,0,1,3,24000.0,1,142.0,150.0,145.0,2,4,3,2,2,4,1,3,5,144000.0,6,2,1,1,7,2,1,2,2
1164,4,2,13,36,66,16699,1,1946,6,0,1,3,0.0,1,444.1014000000002,170.0,103.0,4,5,4,1,4,4,4,4,4,3000.0,1,2,1,2,1,2,1,4,2
1165,3,2,28,81,122,16648,2,1950,1,1,1,1,2000.0,1,120.0,162.0,85.0,2,2,2,1,3,3,1,3,3,10000.0,2,3,1,2,3,2,1,4,2
1166,5,1,10,27,49,16646,1,1989,1,1,1,10,50000.0,1,100.0,178.0,136.0,5,5,3,2,2,3,3,3,6,50000.0,3,2,2,2,3,2,1,2,2
1167,3,1,26,76,116,16709,1,1992,1,1,1,6,54000.0,1,80.0,173.0,120.0,4,4,4,1,1,3,2,4,5,56000.0,1,2,0,2,1,2,1,4,2
1168,1,1,8,19,41,16650,2,1979,4,0,4,1,0.0,1,180.0,170.0,110.0,3,3,1,4,1,4,1,3,1,30000.0,5,2,1,2,3,3,3,4,4
1169,4,2,22,65,103,16623,2,1946,1,1,1,1,200.0,1,80.0,150.0,80.0,1,2,2,1,2,4,1,1,2,1000.0,2,2,1,2,3,3,2,4,3
1170,4,2,17,49,82,16639,2,1954,1,1,1,14,2500.0,1,64.0,165.0,98.0,1,1,2,1,1,5,4,3,2,6320.0,2,2,1,2,3,2,3,4,3
1171,3,1,6,15,31,16655,2,1970,1,1,1,4,20000.0,1,26.0,160.0,120.0,2,3,3,1,2,2,2,3,5,90000.0,5,3,1,2,3,2,1,3,3
1172,4,1,15,39,70,16628,1,1989,1,1,1,10,50000.0,2,250.0,170.0,140.0,4,4,4,1,3,4,3,3,5,100000.0,5,3,1,1,3,2,1,4,3
1173,1,1,16,44,75,16640,2,1982,1,1,1,4,15000.0,2,100.0,165.0,92.0,4,4,4,5,3,2,2,1,3,80000.0,4,2,1,2,3,3,2,3,3
1174,3,2,24,72,112,16649,2,1965,1,1,6,3,0.0,1,130.0,159.0,140.0,3,5,5,1,5,3,1,3,3,73913.19252285441,2,3,2,2,3,2,2,3,2
1175,5,1,19,56,90,16635,2,1950,1,1,1,3,40000.0,1,80.0,157.0,110.0,4,4,5,4,5,4,1,4,6,40000.0,1,3,2,2,7,2,2,4,2
1176,2,2,13,36,66,16701,2,1956,8,1,1,3,3000.0,1,60.0,160.0,120.0,4,4,4,1,3,2,1,3,1,4000.0,2,1,1,2,3,3,2,3,4
1177,4,1,27,78,118,16650,2,1994,1,1,1,12,0.0,2,73.0,161.0,120.0,3,4,2,1,2,4,4,4,4,140000.0,3,2,1,2,1,2,2,4,2
1178,5,1,10,25,47,16642,2,1984,1,1,1,7,32000.0,1,100.0,170.0,130.0,5,5,4,2,4,4,3,2,5,120000.0,2,3,1,1,3,2,2,3,2
1179,4,1,12,34,63,16655,2,1956,1,1,1,7,36000.0,1,89.0,170.0,180.0,4,4,4,2,4,4,1,1,1,73913.19252285441,3,2,1,2,3,3,2,3,2
1180,4,2,13,36,67,16697,1,1951,1,1,1,3,20000.0,1,200.0,164.0,108.0,3,4,4,1,2,3,1,4,5,73913.19252285441,1,3,1,2,7,2,2,5,2
1181,5,2,15,41,72,16631,1,1994,1,1,1,6,30000.0,1,120.0,168.0,104.0,4,5,5,1,4,3,2,3,5,130000.0,3,3,2,1,1,2,2,2,2
1182,5,1,31,89,134,16665,1,1977,1,1,1,4,40000.0,1,46.0,170.0,150.0,5,5,5,2,3,4,3,4,6,60000.0,3,3,1,2,3,2,1,2,2
1183,4,2,15,41,72,16631,1,1968,1,1,1,4,60000.0,2,200.0,170.0,130.0,4,4,4,1,2,2,1,4,5,80000.0,2,4,2,1,3,1,1,3,2
1184,4,1,12,32,55,16680,2,1988,8,1,1,4,90000.0,2,68.0,165.0,112.0,4,5,4,1,3,4,4,4,5,90000.0,1,4,1,1,1,2,2,3,2
1185,4,1,19,56,90,16631,2,1965,1,0,1,4,30000.0,1,120.0,163.0,110.0,4,3,4,1,2,5,2,4,3,80000.0,3,3,2,2,3,2,1,3,2
1186,5,2,30,85,128,16726,2,1953,1,0,1,1,2570.0,1,444.1014000000002,150.0,130.0,1,2,2,1,5,4,1,3,5,20000.0,2,2,1,2,3,2,2,5,2
1187,5,1,27,80,120,16644,2,1971,1,0,1,4,10000.0,1,88.0,170.0,134.0,5,5,3,2,1,4,1,1,4,10000.0,3,3,1,2,3,3,2,3,3
1188,4,1,4,7,15,16711,2,1949,1,1,1,6,30000.0,1,44.0,160.0,120.0,4,5,4,5,4,4,3,2,2,80000.0,2,3,1,2,3,3,3,4,3
1189,3,2,23,69,109,16703,1,1955,1,1,3,1,10000.0,1,120.0,169.0,98.0,2,3,4,1,3,1,1,4,3,46000.0,2,2,1,2,3,2,2,4,2
1190,4,1,22,65,104,16625,2,1974,1,1,1,4,10000.0,1,40.0,167.0,140.0,5,5,3,1,3,3,3,3,5,10000.0,3,3,1,2,6,2,2,3,2
1191,4,1,13,37,68,16684,2,1945,1,0,4,4,24000.0,1,81.0,152.0,120.0,1,5,4,2,5,5,5,4,5,48000.0,2,3,0,2,3,2,2,4,3
1192,4,1,4,7,21,16706,2,1949,1,1,3,4,30000.0,1,75.0,159.0,106.0,2,2,5,2,2,1,2,2,3,30000.0,2,2,1,1,7,3,2,3,3
1193,4,2,6,15,31,16657,1,1957,1,1,1,4,10000.0,1,120.0,166.0,136.0,3,3,3,1,2,2,2,4,4,50000.0,2,3,1,2,3,2,1,3,2
1194,4,1,18,51,84,16643,2,1980,1,1,1,3,50000.0,1,100.0,158.0,116.0,4,4,3,1,3,3,1,2,5,90000.0,2,3,1,2,3,2,2,4,2
1195,4,1,12,32,55,16685,1,1957,1,1,1,6,70000.0,1,75.0,170.0,120.0,3,5,5,5,2,4,3,1,3,80000.0,2,3,1,2,3,3,2,4,2
1196,3,1,30,85,128,16710,1,1978,1,1,1,4,12000.0,1,56.4,160.0,108.0,3,5,5,2,3,2,1,3,3,30000.0,2,2,1,2,1,3,2,4,3
1197,2,1,26,74,114,16658,1,1941,1,1,1,4,27000.0,1,55.0,166.0,122.0,2,2,3,5,2,3,5,1,3,73913.19252285441,1,3,1,2,3,2,2,3,2
1198,2,2,24,72,112,16649,1,1942,1,1,1,3,0.0,1,80.0,168.0,110.0,2,2,4,1,3,4,1,2,3,73913.19252285441,2,2,1,2,3,3,2,3,3
1199,4,2,10,28,51,16642,2,1994,1,1,1,11,0.0,2,90.0,163.0,135.0,5,5,4,1,2,2,4,4,5,8000.0,2,2,1,1,1,3,2,5,2
1200,4,1,5,8,24,16651,1,1955,1,1,1,6,26000.0,4,64.0,181.0,180.0,5,4,4,2,3,4,3,4,6,50000.0,5,4,1,2,3,1,3,4,2
1201,4,2,16,45,76,16640,1,1971,1,1,1,3,120000.0,1,100.0,175.0,70.0,4,3,4,1,4,4,2,4,5,210000.0,2,4,2,2,3,2,2,3,2
1202,2,2,3,6,13,16702,2,1938,1,1,1,1,600.0,1,16.0,156.0,107.0,2,3,4,1,4,1,1,3,3,600.0,2,1,1,2,7,3,2,3,2
1203,4,2,30,85,128,16726,2,1989,1,1,1,4,20000.0,1,300.0,160.0,120.0,4,5,4,1,2,4,2,3,5,40000.0,7,2,1,2,3,3,2,4,2
1204,5,1,17,50,83,16640,2,1975,1,1,1,6,0.0,1,150.0,155.0,118.0,2,4,5,2,1,2,1,1,5,60000.0,6,2,1,2,3,2,2,5,2
1205,4,1,7,18,38,16659,2,1991,1,1,1,13,7200.0,4,80.0,165.0,100.0,5,4,4,2,1,4,3,2,5,100000.0,3,2,1,1,1,2,2,4,2
1206,4,2,10,27,50,16646,1,1993,1,1,1,6,0.0,1,160.0,176.0,130.0,4,5,5,1,2,3,2,2,5,50000.0,3,3,1,2,1,3,2,4,2
1207,4,1,27,80,120,16644,2,1973,1,1,1,4,10000.0,1,70.0,165.0,110.0,4,4,4,2,3,3,1,2,4,10000.0,3,2,1,2,3,3,2,4,3
1208,4,1,12,32,56,16644,2,1955,1,1,1,4,45000.0,1,100.0,158.0,130.0,2,2,4,2,2,3,1,4,8,70000.0,2,3,1,1,3,2,2,2,2
1209,3,1,16,46,77,16641,2,1972,1,1,1,4,100000.0,1,150.0,155.0,110.0,4,5,5,1,3,2,2,4,6,248000.0,3,4,2,2,3,2,1,4,2
1210,3,1,1,1,7,16684,2,1973,1,1,1,7,50000.0,1,20.0,160.0,90.0,4,4,4,2,4,4,4,2,5,50000.0,1,2,1,2,1,2,2,4,2
1211,4,1,3,6,13,16701,2,1968,1,1,1,4,0.0,1,104.0,155.0,100.0,5,4,4,1,1,5,3,4,6,72000.0,3,3,1,1,4,3,2,4,2
1212,4,1,3,6,13,16703,2,1973,1,1,1,1,10000.0,1,120.0,165.0,150.0,3,3,3,1,3,3,3,3,3,25000.0,3,2,1,2,3,3,1,3,2
1213,5,2,26,76,116,16709,2,1995,1,1,2,4,0.0,1,180.0,158.0,86.0,4,5,5,1,3,3,3,4,5,50000.0,4,2,1,2,1,3,1,4,3
1214,3,1,24,71,111,16647,2,1960,1,1,6,3,14400.0,1,102.0,159.0,110.0,5,5,5,5,4,4,1,3,3,50000.0,1,3,1,2,3,2,2,5,2
1215,4,1,16,46,77,16640,2,1993,1,0,3,10,30000.0,2,110.0,155.0,80.0,3,4,3,2,2,4,4,4,1,50000.0,3,2,1,2,1,3,2,4,2
1216,4,1,4,7,16,16732,2,1958,1,1,1,4,30000.0,1,69.0,153.0,130.0,2,2,4,2,3,3,3,3,4,100000.0,3,3,1,2,3,2,2,3,3
1217,5,2,31,87,130,16663,2,1979,1,1,1,4,20000.0,1,78.4,156.0,120.0,4,4,4,1,3,4,1,4,6,60000.0,4,4,1,1,3,2,1,4,2
1218,4,1,10,26,48,16647,2,1971,1,1,1,10,40000.0,1,90.0,160.0,120.0,4,4,4,2,3,4,4,4,4,80000.0,2,3,1,2,3,2,1,3,2
1219,4,1,16,46,78,16643,2,1974,1,1,2,6,28800.0,1,110.0,172.0,160.0,5,4,4,1,2,4,4,4,5,73913.19252285441,7,3,1,1,3,1,1,4,3
1220,4,1,7,18,35,16659,1,1968,1,1,1,8,30000.0,1,17.0,170.0,140.0,5,5,5,2,1,2,2,2,4,57600.0,3,2,1,2,3,3,2,4,3
1221,3,1,31,87,130,16661,2,1980,1,0,1,4,10000.0,1,120.0,165.0,160.0,3,5,4,1,2,5,2,3,5,80000.0,3,3,0,2,3,2,2,2,2
1222,4,2,10,28,51,16643,2,1974,1,1,1,4,10000.0,1,60.0,160.0,130.0,5,4,4,1,4,4,4,4,5,50000.0,3,3,1,1,3,2,1,4,2
1223,2,2,29,82,124,16638,1,1968,1,1,1,4,70000.0,4,200.0,172.0,150.0,4,4,4,1,3,3,1,4,5,70000.0,1,3,1,2,3,2,1,2,3
1224,4,1,27,80,120,16646,2,1978,1,1,1,6,24000.0,1,60.0,158.0,115.0,4,5,4,2,2,2,1,3,4,54000.0,3,3,1,2,3,2,2,4,2
1225,4,1,18,51,84,16643,1,1993,1,1,1,12,80000.0,4,150.0,180.0,130.0,5,5,5,2,3,3,5,4,6,10000.0,2,3,1,2,2,3,2,4,3
1226,3,1,1,1,2,16677,1,1976,1,1,1,6,36000.0,1,59.0,170.0,100.0,2,3,5,2,2,5,1,2,4,73913.19252285441,3,2,1,2,3,3,2,3,3
1227,2,2,17,49,82,16643,2,1971,1,1,1,4,1500.0,1,85.0,157.0,108.0,3,3,3,1,3,4,1,2,1,10000.0,3,3,1,2,3,3,2,4,3
1228,5,1,8,19,41,16650,2,1966,4,0,1,4,0.0,1,94.0,155.0,140.0,4,5,5,2,3,4,2,4,3,30000.0,5,2,1,2,3,3,3,3,2
1229,4,2,15,43,74,16631,2,1957,1,1,1,1,2000.0,1,130.0,163.0,128.0,4,4,4,1,5,2,1,4,4,52000.0,2,3,1,2,3,2,2,4,2
1230,4,1,1,1,4,16689,2,1936,1,1,1,10,60000.0,1,73.0,160.0,140.0,2,3,3,5,3,3,3,3,6,60000.0,1,3,1,2,3,2,2,3,2
1231,4,2,23,68,108,16625,2,1963,1,1,1,3,2600.0,1,100.0,160.0,100.0,3,3,3,1,2,3,1,2,5,5200.0,2,3,1,2,3,2,2,4,2
1232,2,1,15,41,72,16634,1,1967,1,1,1,4,10000.0,1,50.0,164.0,150.0,3,4,2,1,2,2,2,1,2,20000.0,2,2,1,2,3,2,1,3,3
1233,4,2,22,66,106,16628,2,1935,1,1,1,1,3000.0,1,150.0,154.0,85.0,4,4,3,1,2,2,1,2,4,60000.0,3,3,1,2,3,2,2,3,2
1234,3,2,6,13,29,16653,1,1948,1,1,1,3,8000.0,1,70.0,165.0,150.0,3,3,3,1,3,3,3,3,3,20000.0,2,3,2,2,3,2,2,3,2
1235,4,1,1,1,3,16680,2,1951,1,1,1,4,30000.0,1,43.0,163.0,110.0,2,5,5,2,3,4,1,2,5,70000.0,2,3,1,2,3,2,2,3,3
1236,3,1,12,32,59,16654,2,1950,1,1,1,4,40000.0,1,14.58986,155.0,100.0,3,3,3,5,3,4,1,2,5,70000.0,2,3,0,2,3,2,2,4,2
1237,5,1,5,8,24,16650,2,1968,1,1,3,7,54000.0,1,40.0,162.0,120.0,5,4,4,2,2,4,3,4,6,54000.0,2,3,1,1,4,2,1,4,2
1238,2,1,28,81,122,16646,1,1995,1,1,3,4,50000.0,1,40.0,167.0,105.0,5,5,5,1,2,3,3,3,1,50000.0,1,2,0,2,1,3,2,3,2
1239,3,1,11,30,53,16631,1,1992,1,1,1,10,10000.0,2,100.0,178.0,140.0,5,5,3,2,4,4,2,1,3,200000.0,1,3,3,1,1,3,1,2,2
1240,3,2,6,13,29,16653,2,1954,1,1,1,3,2000.0,1,100.0,150.0,94.0,3,3,3,1,3,3,2,3,3,10000.0,3,2,1,2,3,2,2,3,2
1241,4,1,12,32,57,16641,2,1964,1,0,1,4,0.0,2,100.0,160.0,100.0,4,3,4,5,2,4,3,2,5,100000.0,3,2,1,1,3,3,2,3,3
1242,4,2,3,6,13,16702,1,1971,1,1,1,14,15000.0,1,85.0,172.0,120.0,4,5,5,1,2,1,1,1,6,30000.0,2,2,1,2,3,3,1,4,2
1243,5,2,3,6,13,16704,2,1940,2,1,1,3,36000.0,4,21.0,150.0,100.0,1,1,3,1,5,5,1,2,8,36000.0,2,3,1,2,3,2,2,4,2
1244,2,1,1,1,8,16673,2,1947,1,1,1,4,36000.0,1,49.0,150.0,130.0,3,3,4,2,3,3,2,2,3,36000.0,1,2,1,2,7,3,2,3,2
1245,3,1,1,1,8,16704,1,1950,1,1,1,6,42000.0,1,110.0,176.0,130.0,3,4,3,2,3,4,1,2,2,42000.0,1,3,1,2,7,3,2,3,3
1246,4,2,16,44,75,16641,2,1974,1,1,1,4,120000.0,1,150.0,165.0,120.0,5,4,4,1,2,3,1,2,5,120000.0,4,3,2,2,3,2,1,4,2
1247,4,1,19,57,92,16634,2,1973,1,0,1,4,100000.0,1,90.0,162.0,90.0,4,3,4,2,4,3,3,4,5,70000.0,1,3,1,2,3,2,1,3,2
1248,4,2,11,30,53,16637,1,1966,1,1,1,1,12000.0,1,100.0,170.0,120.0,3,4,3,1,1,5,1,4,4,60000.0,5,3,1,2,3,2,2,5,3
1249,4,2,10,26,48,16642,2,1968,1,1,4,4,10000.0,1,300.0,156.0,110.0,4,4,4,1,2,3,1,3,8,30000.0,3,3,1,1,3,2,2,3,2
1250,3,2,22,67,107,16623,1,1967,8,1,1,3,3000.0,1,60.0,170.0,110.0,3,5,5,1,2,4,1,4,4,4000.0,2,3,2,2,3,2,3,2,2
1251,5,1,29,82,125,16638,2,1961,1,1,1,1,8000.0,1,40.0,150.0,85.0,3,2,2,1,2,2,1,4,1,23000.0,2,3,1,2,3,2,2,4,4
1252,3,1,16,46,78,16644,2,1962,1,1,1,6,30000.0,2,120.0,156.0,96.0,4,4,4,2,1,4,2,3,8,73913.19252285441,5,3,1,2,3,2,2,3,2
1253,4,1,28,81,122,16646,2,1987,1,0,1,4,35259.56261583267,1,80.0,157.0,105.0,2,2,2,1,3,4,2,3,4,20000.0,5,2,1,2,3,3,2,3,4
1254,4,1,22,67,107,16626,2,1970,1,0,4,12,60000.0,1,130.0,165.0,104.0,3,3,4,5,2,3,3,4,7,180000.0,2,3,1,2,3,2,1,4,2
1255,4,1,16,44,75,16643,2,1934,1,1,1,3,40000.0,1,90.0,158.0,120.0,4,4,3,2,2,4,2,3,5,70000.0,2,3,1,2,3,2,2,4,2
1256,4,2,18,51,84,16644,2,1951,1,1,1,1,6500.0,1,90.0,162.0,105.0,4,4,4,1,4,4,1,4,5,30000.0,4,3,1,2,3,2,2,4,2
1257,4,1,27,80,120,16644,1,1950,1,1,1,3,12000.0,1,91.0,155.0,95.0,5,5,5,2,3,2,1,4,3,60000.0,2,2,1,2,3,2,2,4,2
1258,4,2,6,15,31,16657,2,1970,1,1,1,3,10000.0,1,125.0,158.0,100.0,5,4,4,1,3,3,2,4,4,30000.0,3,2,1,2,3,3,1,4,2
1259,4,1,4,7,17,16713,1,1948,1,1,1,12,50000.0,4,50.0,168.0,150.0,3,3,5,5,2,3,4,2,6,80000.0,2,4,1,2,3,2,1,4,2
1260,5,2,31,89,134,16666,1,1972,1,1,1,3,30000.0,1,80.0,170.0,150.0,5,5,5,1,3,4,1,4,6,30000.0,3,3,1,2,3,2,1,4,2
1261,4,2,16,44,75,16641,1,1969,1,1,1,4,40000.0,1,400.0,165.0,115.0,4,5,5,5,2,3,2,2,5,50000.0,5,2,1,2,3,3,1,2,3
1262,3,2,6,13,29,16653,2,1962,1,1,1,1,6500.0,1,160.0,155.0,100.0,4,4,4,1,2,3,1,4,5,6500.0,2,2,1,2,3,2,2,3,2
1263,4,2,18,54,88,16629,1,1979,1,1,1,6,15000.0,4,90.0,167.0,120.0,5,4,4,1,4,4,3,4,6,20000.0,5,3,1,2,3,2,1,4,2
1264,4,1,29,82,125,16640,2,1985,1,1,1,10,0.0,1,90.0,150.0,80.0,4,5,5,1,2,3,2,4,8,200000.0,2,3,1,2,3,2,2,3,2
1265,5,1,10,27,50,16643,1,1943,1,1,1,3,40000.0,1,120.0,170.0,138.0,3,4,2,1,4,4,1,2,4,50000.0,3,1,1,2,3,3,2,5,3
1266,4,1,12,32,56,16647,2,1956,1,1,1,6,30000.0,4,80.0,163.0,120.0,3,4,4,5,3,3,2,3,7,30000.0,1,2,0,2,7,3,2,3,3
1267,4,2,18,52,86,16634,2,1990,1,1,1,4,10000.0,1,250.0,160.0,100.0,5,4,4,1,3,3,2,2,5,50000.0,3,3,1,2,3,2,1,4,3
1268,4,1,15,39,70,16626,1,1996,1,1,1,11,0.0,1,67.0,182.0,130.0,5,5,5,2,5,5,5,4,5,60000.0,3,3,1,2,1,3,1,5,2
1269,4,2,6,12,28,16647,2,1946,1,1,1,3,7200.0,2,50.0,150.0,124.0,1,2,4,1,4,4,3,4,5,7200.0,1,2,0,2,7,2,1,4,2
1270,4,1,7,18,38,16654,2,1959,1,1,1,6,26400.0,1,60.0,168.0,120.0,3,4,4,2,1,4,1,3,4,45600.0,2,3,1,2,3,2,2,4,3
1271,2,1,6,14,30,16654,2,1966,1,1,1,1,7000.0,1,78.0,157.0,120.0,2,3,3,1,2,1,1,1,2,10000.0,5,2,1,2,3,3,3,4,2
1272,3,1,24,72,112,16647,2,1961,1,1,1,4,15600.0,1,143.0,156.0,110.0,3,3,3,5,3,4,1,3,5,73200.0,3,3,2,2,3,3,2,4,3
1273,5,2,18,53,87,16631,1,1950,1,1,1,4,3000.0,1,70.0,168.0,140.0,4,4,4,1,4,3,2,4,5,5000.0,4,2,1,2,3,2,1,5,2
1274,4,2,10,24,46,16641,1,1981,1,1,1,6,60000.0,1,90.0,172.0,170.0,5,4,5,1,3,4,2,5,6,70000.0,5,4,1,2,3,2,1,4,2
1275,5,1,22,65,104,16620,2,1974,1,1,1,7,18000.0,1,80.0,152.0,100.0,4,5,5,5,3,4,3,3,5,40000.0,3,2,1,2,3,2,2,3,2
1276,3,1,19,57,91,16636,2,1963,1,1,1,4,30000.0,1,67.0,158.0,145.0,4,5,5,5,4,4,3,1,1,30000.0,2,1,1,2,3,3,3,4,3
1277,3,1,24,71,111,16647,2,1960,1,1,6,1,0.0,1,150.0,156.0,105.0,5,5,5,2,5,4,1,3,2,10000.0,1,3,1,2,3,2,2,5,2
1278,4,1,11,29,52,16638,1,1987,1,1,1,6,90000.0,1,87.0,175.0,160.0,5,4,4,5,2,3,2,4,5,90000.0,3,3,1,1,3,2,1,4,2
1279,4,2,16,45,76,16640,2,1967,1,1,1,3,30000.0,1,120.0,155.0,130.0,4,4,5,1,5,5,1,2,4,200000.0,4,3,2,1,3,2,2,4,2
1280,4,1,26,76,116,16709,2,1945,1,1,4,6,80000.0,1,105.0,157.0,105.0,4,5,5,1,3,4,2,4,5,160000.0,3,3,2,1,3,2,2,4,2
1281,2,2,6,16,32,16656,1,1967,1,1,1,4,5000.0,1,200.0,163.0,102.0,2,2,3,2,2,2,1,4,4,5000.0,1,3,1,2,6,3,2,3,2
1282,4,2,29,84,127,16638,1,1993,1,1,1,6,3500.0,1,100.0,170.0,120.0,4,4,4,1,4,4,2,4,3,25000.0,4,3,2,1,3,2,1,4,2
1283,4,1,6,15,31,16658,1,1948,1,1,1,3,50000.0,1,55.0,165.0,112.0,3,3,4,1,2,3,1,3,5,100000.0,2,3,0,2,3,2,2,3,3
1284,3,2,22,65,103,16624,2,1941,1,1,1,3,900.0,1,90.0,156.0,78.0,2,1,3,1,5,5,1,2,3,900.0,3,2,1,2,3,3,2,3,2
1285,4,2,15,42,73,16630,1,1936,1,0,4,3,55000.0,1,300.0,165.0,140.0,4,4,4,5,3,4,3,4,5,2400.0,2,3,1,2,3,1,2,3,2
1286,4,1,17,48,80,16643,2,1985,1,1,1,9,30000.0,1,89.0,163.0,137.0,5,5,4,1,4,4,2,4,5,80000.0,3,2,1,1,3,2,1,3,3
1287,5,1,24,72,112,16652,2,1943,1,0,6,4,27600.0,1,280.0,152.0,84.0,3,4,5,4,4,4,2,5,5,73913.19252285441,1,3,2,2,7,2,1,4,2
1288,4,1,1,1,7,16689,2,1987,1,0,1,10,40000.0,1,40.0,162.0,84.0,4,4,4,2,3,5,3,4,5,40000.0,1,3,0,2,1,2,2,4,2
1289,4,1,27,77,117,16636,1,1969,1,0,1,7,50000.0,1,80.0,174.0,160.0,2,3,3,2,2,3,3,2,5,70000.0,2,3,2,1,3,2,2,4,3
1290,4,1,21,63,99,16631,1,1950,1,0,7,4,25000.0,1,200.0,160.0,130.0,3,4,4,4,2,5,5,2,4,45000.0,1,3,1,2,3,3,1,4,3
1291,3,2,6,15,31,16657,2,1986,1,1,1,4,36000.0,1,300.0,160.0,100.0,3,3,3,1,3,3,3,2,4,80000.0,5,3,1,2,3,2,1,4,3
1292,4,1,2,5,12,16652,1,1997,1,1,1,6,0.0,2,280.0,175.0,106.0,5,4,3,2,3,4,4,2,1,24000.0,2,3,1,2,1,3,3,2,2
1293,4,1,18,53,87,16632,2,1986,1,1,1,7,15000.0,1,50.0,162.0,180.0,5,4,5,1,1,4,1,3,4,20000.0,2,2,1,2,3,3,1,4,2
1294,4,2,10,28,51,16644,2,1944,1,1,1,6,35259.56261583267,1,65.0,170.0,110.0,4,3,4,1,2,3,1,2,4,5000.0,2,2,1,2,3,3,3,4,2
1295,4,1,15,42,73,16629,1,1943,1,1,1,6,50000.0,4,90.0,179.0,140.0,5,4,4,1,3,3,3,4,5,50000.0,2,4,1,2,3,1,2,4,2
1296,5,2,2,2,9,16639,1,1969,8,1,1,3,10000.0,1,300.0,170.0,120.0,4,4,5,1,4,4,3,4,6,50000.0,5,3,1,2,3,2,1,4,2
1297,4,1,28,81,121,16647,1,1972,1,1,1,3,10000.0,1,30.0,167.0,140.0,3,3,3,1,2,3,1,3,3,25000.0,4,2,0,2,3,3,2,3,3
1298,4,1,10,27,50,16641,1,1967,1,1,3,4,80000.0,1,400.0,165.0,126.0,3,4,4,1,2,4,2,3,5,80000.0,2,3,1,2,3,2,2,4,2
1299,4,1,1,1,4,16676,1,1963,1,1,1,10,96000.0,4,79.1,175.0,143.0,4,4,5,2,3,3,3,4,6,168000.0,3,3,1,2,3,2,2,4,2
1300,5,2,13,36,66,16701,1,1948,8,1,1,3,600.0,1,200.0,162.0,100.0,3,3,3,1,2,2,1,3,3,5000.0,5,2,1,2,3,3,2,3,3
1301,2,1,19,57,91,16636,1,1987,1,1,1,11,100000.0,1,40.0,170.0,135.0,2,5,1,5,1,2,2,2,6,73913.19252285441,2,2,3,1,3,3,3,2,3
1302,5,1,4,7,15,16713,1,1981,1,1,2,4,80000.0,1,14.58986,165.0,140.0,5,5,5,1,3,1,3,4,5,80000.0,2,3,1,2,3,2,1,3,2
1303,3,1,21,64,102,16634,1,1965,1,1,1,4,25000.0,1,130.0,173.0,126.0,4,2,2,1,2,5,1,2,3,25000.0,3,2,1,2,3,3,3,4,3
1304,4,1,24,70,110,16659,2,1964,1,1,4,4,9000.0,1,101.0,164.0,130.0,4,4,3,2,3,4,2,3,4,100000.0,1,3,1,2,3,2,2,4,2
1305,3,2,24,71,111,16654,1,1970,1,1,1,4,48000.0,1,150.0,170.0,125.0,5,5,5,1,4,2,1,3,5,80000.0,3,2,2,2,3,3,2,4,2
1306,4,2,22,66,105,16620,1,1981,1,1,1,4,35259.56261583267,1,200.0,175.0,152.0,3,3,3,1,1,2,1,1,5,73913.19252285441,4,2,1,2,3,2,2,3,2
1307,4,2,17,48,81,16644,2,1970,1,1,1,11,20000.0,1,200.0,163.0,150.0,3,5,4,1,3,3,3,3,4,50000.0,5,3,1,2,3,2,2,3,3
1308,5,1,4,7,22,16689,2,1989,1,1,1,7,40000.0,2,95.0,160.0,158.0,4,4,4,1,4,2,2,4,4,40000.0,3,3,1,1,3,3,2,5,2
1309,4,1,21,61,97,16634,2,1958,1,1,1,1,8000.0,1,400.0,150.0,120.0,4,4,5,5,4,3,1,4,5,106000.0,7,3,2,2,3,2,2,4,2
1310,5,2,23,68,108,16624,1,1975,1,1,4,1,12000.0,1,25.0,165.0,110.0,1,3,4,1,2,2,2,2,1,25000.0,4,1,1,2,3,3,2,3,3
1311,3,1,27,79,119,16639,2,1965,1,1,1,4,0.0,1,53.0,160.0,108.0,5,5,5,2,5,4,1,2,3,30000.0,3,2,1,2,6,2,2,4,3
1312,2,2,26,76,116,16709,2,1985,1,1,1,5,70000.0,1,190.0,155.0,109.0,3,4,5,1,3,3,3,4,5,30000.0,2,3,1,1,3,2,1,3,2
1313,4,1,31,89,134,16665,2,1960,1,1,1,6,18000.0,1,62.0,154.0,121.0,2,2,2,2,4,3,1,4,5,18000.0,1,3,0,2,7,2,2,4,2
1314,4,1,21,64,100,16631,1,1957,1,1,1,4,40000.0,1,35.0,170.0,70.0,4,4,4,2,4,4,2,3,5,400000.0,1,2,1,2,4,2,2,4,2
1315,4,2,9,23,45,16620,1,1946,1,1,1,3,20000.0,1,150.0,178.0,130.0,4,4,4,1,4,4,1,4,4,30000.0,3,3,1,2,3,2,1,4,2
1316,4,1,12,32,55,16686,1,1969,1,1,1,12,200000.0,1,140.0,175.0,120.0,4,5,5,5,2,5,1,2,6,300000.0,3,3,1,2,3,2,2,4,2
1317,5,1,27,78,118,16651,2,1953,1,1,1,4,24000.0,1,42.0,157.0,130.0,3,3,4,2,3,4,1,4,6,40000.0,2,3,1,2,3,2,1,3,2
